price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,yr_sold_built
320000.0,3,2.5,1590,3480,2.0,0,0,3,7,1590,0,1680,3480,11
150000.0,3,1.0,1250,7210,1.0,0,0,4,7,1250,0,1010,7210,47
340000.0,3,1.0,1710,10190,1.0,0,0,3,6,1310,400,1200,6251,65
785500.0,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,3730,8030,7
410500.0,4,2.5,3362,8601,2.0,0,0,3,8,3362,0,2770,8601,11
580000.0,3,2.5,2200,11000,2.0,0,2,3,9,2200,0,2200,12851,36
345000.0,2,1.5,830,920,2.0,0,0,3,7,830,0,830,1200,10
550000.0,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,2540,37000,81
449500.0,4,3.0,2580,7299,2.0,0,0,3,8,2580,0,2250,6165,16
300000.0,3,1.0,2150,7007,1.0,0,0,3,6,2150,0,1720,9000,60
915000.0,4,2.5,3510,28052,2.0,0,0,3,10,3510,0,2890,28295,26
1575000.0,4,3.75,3810,9916,2.0,0,0,3,11,3810,0,3040,11250,26
599000.0,4,2.75,2020,2750,1.0,0,0,3,8,1010,1010,1840,4000,97
755000.0,4,2.5,2120,10202,1.0,0,0,4,7,1620,500,1570,10762,54
400000.0,3,1.0,1250,7157,1.0,0,0,3,7,1250,0,1300,6796,71
133000.0,3,1.0,980,9115,1.0,0,0,3,7,980,0,1470,8716,47
330000.0,4,1.5,1250,8400,1.0,0,0,3,7,960,290,1560,8400,64
330000.0,4,1.0,1100,5000,1.5,0,0,5,6,1100,0,1560,4838,111
375000.0,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1690,7937,78
485000.0,4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,2280,9234,46
470000.0,4,2.5,1850,11250,1.5,0,0,3,7,1210,640,1650,7623,33
1045000.0,4,3.0,2790,3600,2.0,0,0,3,8,1880,910,1360,3600,109
548800.0,4,1.0,1660,4704,1.5,0,0,3,7,1260,400,1360,5413,84
315000.0,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1250,5000,95
590000.0,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,1990,6012,55
439950.0,4,2.5,2380,12067,2.0,0,0,3,7,2380,0,2330,8621,12
325000.0,3,1.75,2250,26337,1.0,0,0,3,8,2250,0,1830,26337,34
400000.0,2,1.0,880,5111,1.0,0,0,3,6,880,0,1370,5111,83
685000.0,4,2.5,2770,10051,2.0,0,0,3,10,2770,0,2730,10675,27
339950.0,3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1420,10200,61
315000.0,3,1.75,1660,8160,1.0,0,0,4,7,1660,0,1490,8100,63
411753.0,3,2.5,1710,3795,2.0,0,0,3,7,1710,0,1600,3821,6
577000.0,2,1.75,1620,4879,1.0,0,0,3,7,1040,580,1500,5000,90
500000.0,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,2060,9226,42
210000.0,3,2.0,1440,10111,1.0,0,0,3,7,1440,0,1580,10200,51
640000.0,4,1.75,2020,16120,1.0,0,0,3,7,2020,0,1940,16350,45
460000.0,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1560,7800,66
265000.0,2,1.0,620,4760,1.0,0,0,3,6,620,0,620,4760,74
740000.0,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,3260,13200,30
230000.0,3,1.0,1240,6195,1.0,0,0,3,6,1240,0,1760,11080,66
315000.0,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1680,9604,37
432000.0,3,1.75,2410,51763,1.0,0,0,4,8,1410,1000,2410,49207,33
467000.0,3,2.5,1530,3984,2.0,0,0,3,8,1530,0,1720,4005,20
255000.0,5,3.75,2800,9900,1.0,0,0,3,7,2800,0,1700,13200,50
316500.0,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1400,4240,36
190000.0,4,2.0,1580,6250,1.0,0,0,3,7,860,720,1580,6250,38
490000.0,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1450,4275,114
378000.0,4,1.75,1990,23200,1.0,0,0,4,7,1990,0,1950,17040,39
598800.0,6,4.0,4470,17877,3.0,0,3,3,9,3230,1240,1790,18260,2
333800.0,5,3.0,1980,3868,1.0,0,0,3,7,1220,760,1970,3868,24
690000.0,4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1810,5617,24
320000.0,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1780,5968,66
1249000.0,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,2840,4000,103
335000.0,3,1.5,1560,9600,1.0,0,0,4,7,1560,0,1520,10000,53
840000.0,3,2.5,3050,33920,1.0,0,0,3,8,3050,0,1970,60984,10
608250.0,4,2.75,3030,21780,2.0,0,0,3,8,3030,0,3020,28027,28
550000.0,3,2.5,2260,4165,2.0,0,0,3,7,2260,0,2770,4566,9
240000.0,3,1.0,1260,7920,1.0,0,0,3,7,1260,0,1300,7920,49
998000.0,3,2.25,3370,11757,2.0,0,2,4,9,3370,0,2690,10500,35
275000.0,3,1.75,1490,8000,1.0,0,0,3,8,1490,0,1740,8165,36
284200.0,3,2.5,1570,9292,1.0,0,0,3,7,1110,460,1470,9222,38
1715000.0,4,3.75,4490,7623,2.0,0,0,4,10,3090,1400,3760,7653,73
2400000.0,4,3.75,4090,24825,2.0,0,0,4,11,3400,690,3910,11500,88
930800.0,5,2.5,4150,96574,2.0,0,0,3,10,4150,0,3320,40803,26
930000.0,4,3.0,2900,10400,1.0,0,3,5,8,1530,1370,2820,10400,55
215000.0,4,1.5,1430,8775,1.0,0,0,3,7,1030,400,1390,7800,35
480000.0,2,1.5,1008,26487,1.0,1,4,4,6,1008,0,1132,24079,72
483945.0,2,1.75,1480,5120,1.0,0,0,4,6,840,640,1090,5120,63
347000.0,3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1370,9856,36
232500.0,3,2.0,1370,9760,1.0,0,0,4,7,1110,260,1640,9040,36
390000.0,4,2.25,1770,33132,1.0,0,0,4,8,1190,580,2490,20000,49
550000.0,3,2.25,2160,15360,1.0,0,0,3,8,1410,750,2180,8480,49
590000.0,4,2.5,2340,8971,2.0,0,0,3,9,2340,0,2510,9219,27
420850.0,1,1.0,960,40946,1.0,0,0,5,5,960,0,1320,20350,69
345000.0,4,2.5,2280,8190,1.0,0,3,3,7,1390,890,1990,9000,32
429800.0,3,2.0,1970,7000,1.0,0,0,3,8,1970,0,1970,7365,29
302000.0,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1530,11625,46
800000.0,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1200,3876,82
250000.0,3,2.5,1700,6000,2.0,0,0,3,8,1700,0,1940,6626,17
605000.0,3,2.0,2660,4500,1.0,0,0,4,7,1330,1330,1790,5000,92
412000.0,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,2450,51836,29
252000.0,3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1290,4892,20
375000.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,2280,8750,60
725000.0,2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1360,1256,95
471750.0,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,1740,8676,13
490000.0,4,2.25,2020,85813,2.0,0,0,3,7,2020,0,2120,85813,19
439000.0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1330,5100,69
355000.0,4,2.0,1770,8890,1.0,0,0,5,6,1770,0,1010,7620,65
250000.0,1,0.75,940,87120,1.0,0,0,3,6,940,0,1930,165528,71
780000.0,4,2.25,2260,16188,1.0,0,0,3,10,2260,0,2840,10158,31
409000.0,2,1.0,890,3271,1.0,0,0,4,6,890,0,1190,5175,96
420000.0,2,1.0,860,3880,1.0,0,0,4,6,860,0,1230,4260,98
200000.0,1,0.75,680,9600,1.0,0,0,3,5,680,0,1580,6624,67
830000.0,2,1.5,2130,35679,1.0,0,0,4,7,2130,0,2670,35679,52
695000.0,3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2540,4500,8
815000.0,4,2.75,3488,9614,2.0,0,0,3,10,3488,0,3600,10891,16
210000.0,3,1.75,1260,6223,1.0,0,0,3,7,820,440,1260,6553,31
635000.0,3,1.75,2940,6000,1.0,0,2,4,8,1590,1350,2880,8100,57
562500.0,4,2.5,2440,7322,2.0,0,0,3,9,2440,0,2590,9927,23
402500.0,4,2.5,2600,11951,2.0,0,0,3,10,2600,0,2820,12093,26
555000.0,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1920,7000,63
310000.0,3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1320,7245,42
500000.0,4,2.5,2840,18001,2.0,0,0,3,9,2840,0,2500,18001,20
430000.0,6,3.0,2630,8800,1.0,0,0,3,7,1610,1020,1220,1173,55
1600000.0,3,4.25,2820,7200,2.0,0,0,4,10,2460,360,3300,7522,84
627500.0,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1890,4080,91
335000.0,4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1810,5424,16
962000.0,4,2.25,3320,20100,1.0,0,0,4,8,1810,1510,2450,9821,34
299000.0,3,1.75,1730,14270,1.0,0,0,3,7,1730,0,1600,11232,55
399950.0,4,2.5,3110,5868,2.0,0,0,3,8,3110,0,2950,5924,14
322000.0,3,1.0,1230,9660,1.0,0,0,3,7,1230,0,1380,10125,47
430000.0,2,1.5,950,4625,1.0,0,0,4,7,950,0,1440,4625,65
307000.0,3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1500,14536,48
194000.0,3,1.5,1010,5000,1.0,0,0,3,6,1010,0,980,5000,71
180000.0,3,1.0,1010,8581,1.0,0,0,4,6,1010,0,1060,10354,94
465000.0,4,2.25,2340,13383,1.0,0,0,3,8,1170,1170,1810,12532,31
722500.0,4,2.5,2460,9296,2.0,0,0,3,9,2460,0,2730,9900,37
470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1800,3600,93
280000.0,3,2.5,1650,6000,2.0,0,0,3,7,1650,0,1750,6000,25
176250.0,4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1030,6702,49
560000.0,5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1880,9100,88
830000.0,3,2.5,2760,11287,2.0,0,3,3,10,2000,760,2760,13719,23
276900.0,2,1.0,1350,10096,1.0,0,2,4,7,1350,0,1280,10095,62
625000.0,3,1.75,1660,4800,2.0,0,0,3,7,1660,0,1660,4800,108
1015000.0,4,2.5,2960,4760,2.0,0,0,3,8,2160,800,1600,4760,115
463500.0,1,1.0,1090,8750,1.0,0,0,4,6,1090,0,1830,5000,90
485000.0,3,2.5,3110,9015,2.0,0,0,3,9,3110,0,2650,8960,24
272000.0,3,2.0,1380,7476,1.0,0,0,3,7,1380,0,1600,7227,25
305000.0,2,1.0,1290,3140,2.0,0,0,3,7,1290,0,1290,2628,6
760000.0,3,2.5,1980,13964,1.0,0,0,5,7,1980,0,2040,13964,55
387500.0,2,1.0,870,6126,1.0,0,0,4,7,870,0,1620,6126,77
352000.0,4,2.5,2470,5015,2.0,0,0,3,8,2470,0,2470,5100,10
507000.0,3,1.75,2140,40098,1.0,0,0,5,8,1490,650,2220,35371,64
156000.0,3,1.0,770,9750,1.0,0,0,3,6,770,0,1560,10707,73
580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,1550,1092,13
630000.0,4,2.5,2510,35020,1.0,0,0,4,8,1610,900,2080,34398,37
275000.0,5,1.5,1950,9000,1.0,0,0,3,7,1130,820,1680,9526,50
835000.0,5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,3600,15358,54
340000.0,4,2.5,2380,7850,2.0,0,0,3,8,2380,0,1940,7334,19
329350.0,2,1.0,720,6687,1.0,0,0,3,6,720,0,840,6687,72
1480000.0,3,3.5,4070,26000,2.0,0,0,3,11,4070,0,3770,26000,23
475000.0,3,1.0,1250,150117,1.0,0,0,3,7,1250,0,3060,50055,40
719950.0,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,1510,3615,0
235000.0,1,1.0,810,2451,1.0,0,0,5,7,810,0,980,1198,73
875000.0,3,1.5,2440,5750,1.0,0,0,3,8,1320,1120,2160,6820,76
380000.0,4,1.75,1740,9150,1.0,0,0,3,7,1740,0,1540,9147,41
325000.0,3,2.25,1480,97138,1.5,0,0,3,7,1480,0,1730,176418,31
475000.0,4,2.5,2120,57050,2.0,0,0,3,9,2120,0,3320,39082,25
152900.0,1,1.0,900,4368,1.0,0,0,5,6,900,0,1290,5000,100
210000.0,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1190,7635,75
350000.0,4,1.0,1010,6000,1.0,0,0,3,6,750,260,1450,6000,89
505000.0,3,2.5,2100,17882,2.0,0,0,4,8,2100,0,2080,16686,30
464900.0,4,2.25,2020,8424,1.0,0,0,4,7,1380,640,2030,7236,35
650000.0,3,2.0,2520,5980,1.0,0,0,3,8,1790,730,1590,5750,57
369950.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,1370,1090,6
250000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,1540,2890,13
320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,1540,2890,14
2532000.0,4,4.25,5040,16048,1.0,0,3,3,10,3420,1620,3960,14000,65
340000.0,4,2.25,2530,24700,2.0,0,0,3,7,2530,0,2650,24700,40
440000.0,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1760,4200,108
219950.0,3,1.0,1200,7727,1.0,0,0,4,7,1200,0,1300,7718,56
940000.0,4,3.0,2720,11740,1.0,0,0,5,9,2720,0,2640,11740,57
399950.0,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,990,6125,69
1568000.0,3,2.75,2340,8828,1.0,0,0,4,9,2340,0,3480,8526,61
528000.0,4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1900,8913,46
545000.0,4,1.75,1940,8990,1.0,0,0,4,8,1560,380,2310,11745,58
575000.0,2,2.0,1680,6194,1.0,0,0,3,8,1680,0,1900,5850,11
235000.0,4,2.75,1770,10184,1.0,0,0,3,8,1250,520,2070,8320,35
272000.0,3,2.5,1790,6371,2.0,0,0,3,8,1790,0,1850,6371,16
380000.0,4,1.75,1720,9600,1.0,0,0,4,8,1720,0,1660,10720,46
195000.0,3,1.0,1280,6967,1.5,0,0,3,7,1280,0,1280,7245,66
297000.0,3,2.5,1690,4988,2.0,0,0,3,7,1690,0,1830,4733,12
349000.0,4,2.5,2190,7294,2.0,0,0,3,8,2190,0,2240,7379,12
320000.0,2,1.0,710,5200,1.0,0,2,4,6,710,0,1610,5200,72
319990.0,4,1.5,1890,10707,1.0,0,0,3,7,1890,0,1610,8827,52
439900.0,2,2.0,1410,12282,1.5,0,0,5,8,1410,0,1410,8931,105
429000.0,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,2010,6690,19
272500.0,3,2.0,1540,6250,1.0,0,0,3,7,1540,0,2070,6250,16
400000.0,4,2.0,1350,7255,1.0,0,0,4,7,1350,0,1050,7288,55
462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1830,3800,99
510000.0,2,1.0,890,6095,1.0,0,0,3,7,890,0,1450,5985,68
550000.0,3,2.5,1900,3255,2.0,0,0,3,8,1900,0,1880,3350,26
150000.0,3,1.0,1240,5200,1.0,0,0,3,6,1240,0,870,5200,46
460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1870,7400,45
632500.0,4,2.5,2090,10306,2.0,0,0,3,10,2090,0,2660,11481,28
361000.0,3,1.75,1650,11220,1.0,0,0,4,7,1650,0,1340,10129,45
437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,1300,5000,10
370000.0,6,2.75,3240,5750,1.0,0,0,4,6,2160,1080,1230,5750,65
884250.0,4,2.5,3840,12151,2.0,0,0,3,10,3840,0,3560,11044,17
225000.0,3,1.0,1200,9936,1.0,0,0,4,6,1200,0,1200,10189,45
235000.0,2,1.0,870,5000,1.0,0,0,3,6,870,0,820,5000,65
767500.0,6,3.5,2410,6000,2.0,0,4,3,9,2220,190,1980,6000,98
1200000.0,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,2890,16710,86
715000.0,3,2.5,2410,46609,2.0,0,0,3,9,2410,0,3370,40072,25
417000.0,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,2010,8820,55
199000.0,3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1030,10800,50
875000.0,5,2.5,2920,5568,2.0,0,0,3,8,2320,600,2970,5568,108
545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,2030,3708,88
192500.0,2,1.0,950,7692,1.0,0,0,3,6,950,0,1820,8221,88
822500.0,3,2.5,3090,7708,2.0,0,0,3,10,3090,0,3140,8592,16
800000.0,4,2.5,2390,10000,1.0,0,0,3,9,1590,800,1900,9752,39
1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,3300,6179,84
3850000.0,4,4.25,5770,21300,2.0,1,4,4,11,5770,0,4620,22748,34
295000.0,3,2.5,1460,7936,2.0,0,0,3,7,1460,0,1830,7936,19
419000.0,2,1.75,1510,4980,1.0,0,0,3,8,1510,0,1350,4157,8
1195000.0,5,3.25,5180,19606,1.0,0,0,3,11,2610,2570,4050,15296,21
750000.0,4,2.75,3430,13907,2.0,0,0,3,11,3430,0,3250,13851,19
502000.0,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1750,8475,62
1025000.0,3,1.75,2640,8000,1.0,0,3,4,9,1320,1320,2740,6000,54
398500.0,3,1.0,1200,15960,1.5,0,0,3,6,1200,0,1120,7800,70
700000.0,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1850,4950,108
248000.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1480,9078,55
800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1990,3990,92
383000.0,4,2.5,2640,8055,2.0,0,0,3,9,2640,0,1650,8055,11
688000.0,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1900,4000,101
521000.0,3,2.0,1870,5455,1.0,0,0,5,7,1060,810,1870,7435,88
365000.0,2,1.0,990,9223,1.0,0,0,3,7,990,0,1230,7244,65
491000.0,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1750,4500,34
643000.0,3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1780,8160,49
279000.0,3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1390,7770,36
583500.0,4,1.0,1530,3900,1.5,0,0,4,7,1530,0,1300,3900,107
310000.0,3,2.5,1990,3600,2.0,0,0,3,7,1990,0,1790,3600,10
310000.0,3,1.75,1420,7650,1.0,0,0,4,7,1100,320,1810,7650,30
280000.0,3,1.0,1400,13975,1.0,0,0,4,6,1400,0,1260,7500,59
272000.0,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2390,5293,10
870000.0,4,3.0,3040,36246,1.5,0,0,3,9,2680,360,3520,13178,91
307000.0,3,2.0,1790,7259,1.0,0,0,3,7,1390,400,1790,7700,34
490000.0,2,1.5,1590,4500,1.0,0,0,4,7,920,670,1900,4450,68
399950.0,3,2.0,2050,9396,1.0,0,0,5,7,1170,880,1680,9391,54
1635000.0,5,3.5,4220,26784,1.0,0,0,3,10,2110,2110,3450,33945,56
989000.0,5,4.5,4030,13474,2.0,0,0,3,11,4030,0,3860,12438,14
264950.0,4,1.75,1770,9011,1.0,0,0,5,7,1050,720,1410,8530,31
491500.0,4,2.75,2100,7236,1.0,0,0,3,8,1400,700,1900,7519,35
345000.0,3,2.25,2120,15003,2.0,0,0,3,7,2120,0,2070,15203,30
339900.0,4,1.75,2600,18042,1.0,0,0,4,8,2020,580,2200,9408,46
852000.0,3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1750,3940,110
585000.0,5,3.5,3180,40946,1.0,0,3,3,7,1690,1490,2430,29620,46
723000.0,4,2.0,2790,8793,1.0,0,0,4,8,1640,1150,2400,9286,38
594000.0,3,2.25,2080,70567,2.0,0,0,3,8,2080,0,3730,43560,25
405000.0,2,1.5,1370,4102,2.0,0,0,4,7,1370,0,1380,3211,27
725500.0,4,2.5,2790,74495,2.0,0,0,3,9,2790,0,2790,24643,17
800000.0,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1980,5000,59
1325000.0,3,3.75,6400,76665,1.0,0,2,4,10,3810,2590,3430,60548,48
180500.0,3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1770,7570,18
325000.0,3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1770,7570,19
235000.0,3,1.75,1190,7280,1.0,0,0,4,7,1190,0,1250,7800,46
330000.0,2,1.0,860,8308,1.0,0,0,4,7,860,0,1310,8308,66
678500.0,3,2.0,2460,6600,1.0,0,2,4,8,1370,1090,2150,6600,62
463000.0,4,2.5,1980,6660,2.0,0,0,4,7,1980,0,1980,7150,40
250000.0,2,1.0,670,4640,1.0,0,0,3,6,670,0,870,4501,71
655000.0,3,2.0,1410,4800,1.5,0,0,4,8,1410,0,1820,7200,87
239900.0,4,2.25,1860,7000,1.0,0,0,3,8,1120,740,1990,8937,35
185000.0,3,1.0,980,9135,1.0,0,0,3,7,980,0,1780,9135,59
1735000.0,4,2.25,3040,5000,2.0,0,3,4,9,2080,960,2870,5000,88
251700.0,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1810,5641,37
400000.0,4,2.0,1560,8250,1.0,0,0,3,8,1320,240,1870,8258,51
735000.0,4,1.75,2100,7960,1.0,0,0,3,8,1340,760,2060,7960,59
1700000.0,5,2.0,2500,15250,2.0,1,4,5,8,2500,0,1880,18782,72
82500.0,2,1.0,520,22334,1.0,0,0,2,5,520,0,1572,10570,63
765000.0,4,4.0,3010,7221,2.0,0,0,3,10,3010,0,3490,7518,10
292500.0,4,1.75,2140,8162,1.0,0,0,3,7,1420,720,2040,7632,46
270000.0,3,2.25,2390,7000,1.0,0,0,4,7,1990,400,1610,7000,45
415000.0,2,1.0,1510,6807,1.0,0,0,3,7,1090,420,1460,6807,75
950000.0,4,1.75,2210,19025,1.0,0,0,4,7,1460,750,2640,14999,62
353000.0,3,2.75,2170,8396,2.0,0,0,3,7,2170,0,2170,8378,19
670950.0,3,2.5,1790,2375,3.0,0,0,3,8,1790,0,1450,2400,7
280950.0,3,1.75,1390,8700,1.0,0,3,4,7,840,550,1390,10875,102
585000.0,3,1.75,1850,7735,1.0,0,0,4,8,1850,0,2220,7639,31
525000.0,2,1.5,1480,43645,1.0,0,0,3,8,1480,0,1600,34326,40
605000.0,3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1880,7580,41
1010000.0,4,3.5,3350,3752,2.0,0,0,3,9,2550,800,1050,4960,7
245990.0,3,1.0,1040,8410,1.0,0,0,3,7,1040,0,1350,8410,72
535000.0,4,2.25,2810,12607,2.0,0,0,3,10,2810,0,2810,17400,30
410000.0,1,1.5,1010,5750,1.0,0,0,3,7,1010,0,1230,5750,103
550000.0,3,2.5,2250,7752,2.0,0,0,4,8,2250,0,2080,7033,27
665000.0,3,1.75,1800,8000,1.0,0,0,3,8,1800,0,1950,8500,42
455000.0,3,1.0,2400,17239,1.0,0,0,4,7,1890,510,2390,7350,75
440000.0,4,1.0,1780,4000,1.5,0,0,3,7,1780,0,1750,4000,92
332000.0,3,2.25,2120,14915,1.0,0,0,3,9,1720,400,2320,13100,35
280000.0,3,2.5,1860,6607,2.0,0,0,3,7,1860,0,1760,6766,25
570000.0,3,3.5,1460,1021,2.0,0,0,3,8,1150,310,1460,1245,8
250000.0,3,1.0,1230,10350,1.0,0,0,4,7,1230,0,1510,10427,57
238000.0,2,1.0,1088,8453,1.0,0,0,3,6,1088,0,1088,8016,63
265000.0,3,1.0,800,5760,1.0,0,0,3,6,700,100,1060,6628,65
306000.0,3,1.0,1190,10350,1.0,0,0,4,7,1190,0,1850,10500,56
345000.0,5,2.75,1940,4182,1.0,0,0,3,7,1240,700,1950,4182,13
765000.0,4,2.5,3300,10764,1.0,0,0,4,9,1720,1580,2290,10975,43
346300.0,4,2.5,2590,11018,2.0,0,0,3,8,2590,0,2400,8042,17
342500.0,3,2.0,2080,11375,1.0,0,0,3,8,2080,0,1080,12899,12
501000.0,4,2.25,2680,5439,2.0,0,0,3,7,2680,0,2460,4473,15
270000.0,3,2.5,1670,8364,1.0,0,0,4,7,1300,370,1490,8143,24
638000.0,3,1.0,1830,4400,1.5,0,0,4,8,1720,110,1650,4400,85
460000.0,3,1.75,1400,2003,1.0,0,0,4,8,700,700,1370,1281,106
760000.0,4,1.75,2770,8521,1.0,0,0,4,7,1470,1300,1910,9380,61
1085000.0,3,2.5,3630,11019,1.0,0,0,4,9,2150,1480,3150,13555,43
234000.0,3,1.0,1040,8128,1.0,0,0,3,6,1040,0,1520,7500,31
1650000.0,3,2.75,2690,8890,2.0,1,4,4,10,2690,0,2940,8890,40
488000.0,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1510,6600,76
1550000.0,5,2.5,2450,20805,2.0,0,0,4,9,2450,0,3020,20324,52
499000.0,4,3.0,2030,12675,2.0,0,0,3,7,2030,0,1990,7705,33
150000.0,3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1680,7200,62
333000.0,4,2.5,2400,7270,2.0,0,0,3,8,2400,0,2150,6584,22
700000.0,4,2.75,2870,8625,1.0,0,1,4,8,1860,1010,2430,8479,56
275000.0,4,1.0,1340,22500,1.5,0,0,3,7,1340,0,1620,10800,88
330000.0,3,2.5,1680,11312,1.0,0,0,3,7,1080,600,1390,10700,55
360000.0,4,2.0,1850,8827,1.0,0,0,3,7,1850,0,1310,6901,45
467000.0,3,1.0,1220,8040,1.5,0,0,3,7,1220,0,1360,8040,50
568000.0,3,2.5,2320,57063,1.0,0,0,4,9,1790,530,3290,7314,35
605000.0,5,2.25,3220,9603,2.0,0,0,3,8,3220,0,2260,10093,42
750000.0,4,2.75,3190,9023,2.0,0,0,3,9,3190,0,3159,5615,9
760000.0,3,2.75,3530,69834,2.0,0,0,3,10,3530,0,3560,74256,20
265000.0,3,1.75,2050,10519,1.0,0,0,3,7,1240,810,1770,9605,35
490000.0,3,1.75,1720,12540,1.0,0,0,4,7,1720,0,1440,11850,58
360000.0,4,2.5,2850,4650,2.0,0,0,3,8,2850,0,2850,4650,10
311750.0,4,2.25,2270,12000,1.0,0,0,4,7,1290,980,2030,23980,39
399000.0,3,2.25,1880,12473,1.0,0,0,3,8,1420,460,2300,10469,56
347000.0,4,2.5,2770,9751,2.0,0,0,3,8,2770,0,2370,6950,25
1680000.0,4,3.75,4490,34982,2.0,0,0,3,12,4490,0,4470,37525,16
585000.0,4,2.5,3110,6479,2.0,0,0,3,9,3110,0,3110,7075,9
340000.0,4,2.5,2360,7475,2.0,0,0,3,8,2360,0,2280,7570,22
612000.0,3,2.5,2180,5496,2.0,0,0,3,8,2180,0,2120,5496,21
230000.0,2,1.75,1910,3376,2.0,0,0,3,8,1910,0,1470,3623,34
604000.0,4,2.5,2260,7753,2.0,0,0,3,9,2260,0,2690,8924,25
250000.0,3,1.75,1770,8868,1.0,0,0,4,7,1770,0,1630,9706,55
258500.0,3,2.0,1460,7930,1.0,0,0,3,7,1460,0,1630,7930,26
783000.0,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,1970,5000,75
1050000.0,5,2.25,2960,7680,1.0,0,2,5,8,1550,1410,2860,7680,56
760000.0,4,2.5,3220,4031,2.0,0,0,3,9,3220,0,3150,5083,13
276000.0,3,1.0,1140,5000,1.0,0,0,3,7,1140,0,1140,5000,54
550000.0,4,2.0,1660,12377,1.0,0,0,3,8,1660,0,1820,8968,49
398000.0,4,1.0,1430,6240,1.5,0,0,5,7,1430,0,1410,6240,62
